Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0011514	Cmi14	Cpl17	Ler17	Loc23	Gga14	Xtr04
N0.HOG0011515	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011516	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011517	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011518	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr07
N0.HOG0011519	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011520	Cmi14	Cpl17		Loc23, Loc09	Gga11	Xtr04
N0.HOG0011521	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011522	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011523	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011524	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011525	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011526	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011527	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011528	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011529	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011530	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011531	Cmi14	Cpl17	Ler17	LocSca	Gga11	Xtr04
N0.HOG0011532	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011533	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011534	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011535	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011536	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011537	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011538	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011539	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011540	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011541	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011542	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011543	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011544	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011545	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011546	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011547	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011548	Cmi14	Cpl17	Ler17	Loc23		
N0.HOG0011549	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011550	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011551	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011552	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011553	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011554	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011555	Cmi14	Cpl17	Ler17	Loc11		
N0.HOG0011556	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011557	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011558	Cmi14	Cpl17	Ler17	Loc11	Gga02	Xtr06
N0.HOG0011559	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011560	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011561	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011562	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011563	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011564	Cmi14	Cpl17	Ler17	Loc18	Gga11	Xtr04
N0.HOG0011565	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011566	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011567	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011568	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011569	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011570	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011571	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011572	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0011573	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011574	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011575	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011576	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011577	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011578	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011579	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011580	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011581	Cmi15	Cpl15	Ler12		Gga04	Xtr08
N0.HOG0011582	Cmi15	Cpl15	Ler12	Loc10	Gga18	Xtr06
N0.HOG0011583	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011584	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011585	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011586	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011587	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011588	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011589	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011590	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011591	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011592	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011593	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011594	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011595	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011596	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr04
N0.HOG0011597	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011598	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011599	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr09
N0.HOG0011600	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011601	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011602	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011603	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011604	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011605	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011606	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011607	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011608	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011609	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011610	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011611	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011612	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011613	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011614	Cmi15	Cpl15	Ler12	Loc04	Gga04	Xtr08
N0.HOG0011615	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011616	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011617	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011618	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011619	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011620	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011621	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011622	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011623	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011624	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011625	Cmi15	CplSca	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011626	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011627	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011628	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011629	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011630	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011631	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011632	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011633	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011634	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011635	Cmi15	Cpl24	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011636	Cmi15	Cpl24	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011637	Cmi15	Cpl24	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011638	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011639	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011640	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011641	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011642	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011643	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011644	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011645	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011646	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011647	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011648	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011649	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011650	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011651	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011652	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011653	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011654	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011655	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011656	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011657	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011658	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011659	Cmi15	Cpl15	Ler12	Loc07	Gga01, Gga08	
N0.HOG0011660	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011661	Cmi15	Cpl15	Ler12	Loc07	Gga02	Xtr06
N0.HOG0011662	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011663	Cmi15	Cpl15	Ler12	Loc07		Xtr08
N0.HOG0011664	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011665	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011666	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011667	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011668	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011669	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011670	Cmi15	Cpl15	Ler12	Loc17	Gga01	Xtr02
N0.HOG0011671	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011672	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011673	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011674	Cmi15	Cpl15	Ler12	Loc07		Xtr08
N0.HOG0011675	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011676	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011677	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011678	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011679	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011680	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011681	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011682	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011683	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011684	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011685	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011686	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011687	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011688	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011689	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011690	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011691	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011692	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011693	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011694	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011695	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011696	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011697	Cmi15	Cpl15	Ler12	Loc07	Gga03	Xtr05
N0.HOG0011698	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011699	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011700	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011701	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011702	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011703	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011704	Cmi15	Cpl15	Ler12	Loc20	Gga15	Xtr01
N0.HOG0011705	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011706	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011707	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011708	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011709	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011710	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011711	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0011712	Cmi15	Cpl41	Ler38	Loc02	Gga38	Xtr08
N0.HOG0011713	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011714	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011715	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011716	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011717	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011718	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011719	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011720	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011721	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011722	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011723	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011724	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011725	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011726	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011727	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011728	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011729	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011730	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011731	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011732	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011733	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011734	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011735	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011736	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011737	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011738	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011739	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011740	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011741	Cmi16	CplSca	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011742	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011743	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011744	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011745	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011746	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011747	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011748	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011749	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011750	Cmi16	Cpl21	Ler20	Loc10	Gga08	Xtr04
N0.HOG0011751	Cmi16	Cpl21	Ler20	Loc06	Gga13	Xtr03
N0.HOG0011752	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011753	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr08
N0.HOG0011754	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011755	Cmi16	Cpl21, Cpl39	Ler20	Loc13	Gga14	
N0.HOG0011756	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011757	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011758	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011759	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011760	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011761	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011762	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011763	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011764	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011765	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011766	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011767	Cmi16	Cpl21	Ler20	Loc09	Gga02	Xtr06
N0.HOG0011768	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011769	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011770	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011771	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011772	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011773	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011774	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011775	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011776	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011777	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011778	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011779	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011780	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011781	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011782	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011783	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011784	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011785	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011786	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011787	Cmi16	Cpl21	Ler20	Loc13	Gga14	
N0.HOG0011788	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011789	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011790	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011791	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011792	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011793	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011794	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011795	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011796	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011797	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011798	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011799	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011800	Cmi16	Cpl21	Ler20	Loc06	Gga14	Xtr09
N0.HOG0011801	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011802	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011803	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011804	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011805	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011806	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011807	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011808	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011809	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011810	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011811	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011812	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011813	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011814	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011815	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011816	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011817	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011818	Cmi16	Cpl21		Loc13	Gga14	Xtr09
N0.HOG0011819	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011820	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011821	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011822	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011823	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011824	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011825	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011826	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011827	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011828	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011829	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011830	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011831	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011832	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011833	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011834	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011835	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011836	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011837	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0011838	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
